Unnamed: 0,total_matches,total_tournaments,total_finals,total_wins,best_rank,wins_clay,wins_grass,wins_hard,cluster
Kyrgios N.,279.0,72.0,11.0,186.0,13.0,25.0,32.0,129.0,3
Laaksonen H.,96.0,48.0,0.0,34.0,84.0,18.0,0.0,16.0,1
Labadze I.,6.0,5.0,0.0,3.0,150.0,1.0,2.0,0.0,1
Lacko L.,210.0,85.0,2.0,79.0,44.0,2.0,19.0,58.0,3
Lajal M.,3.0,3.0,0.0,1.0,229.0,0.0,0.0,1.0,1
Lajola D.,1.0,1.0,0.0,0.0,719.0,0.0,0.0,0.0,1
Lajovic D.,405.0,130.0,3.0,177.0,23.0,105.0,5.0,67.0,3
Lalami Laaroussi Y.,1.0,1.0,0.0,0.0,937.0,0.0,0.0,0.0,1
Lama G.,4.0,4.0,0.0,0.0,289.0,0.0,0.0,0.0,1
Lamasine T.,9.0,9.0,0.0,3.0,182.0,2.0,0.0,1.0,1
Lammer M.,17.0,11.0,0.0,4.0,209.0,1.0,0.0,3.0,1
Lammer M. ,2.0,2.0,0.0,1.0,167.0,0.0,0.0,1.0,1
Landaluce M.,6.0,6.0,0.0,1.0,322.0,0.0,0.0,1.0,1
Langer N.,3.0,2.0,0.0,1.0,340.0,1.0,0.0,0.0,1
Lapentti G.,16.0,12.0,0.0,4.0,114.0,1.0,0.0,3.0,1
Lapentti N.,113.0,67.0,1.0,46.0,58.0,31.0,1.0,14.0,1
Lazarov A.,5.0,3.0,0.0,1.0,334.0,0.0,0.0,1.0,1
Lazov A.,1.0,1.0,0.0,0.0,438.0,0.0,0.0,0.0,1
Ledovskikh M.,14.0,13.0,0.0,2.0,276.0,0.0,1.0,1.0,1
Lee D.H.,2.0,2.0,0.0,1.0,212.0,0.0,0.0,1.0,1
Lee H.T.,104.0,56.0,0.0,47.0,36.0,6.0,7.0,34.0,1
Lee M.,3.0,3.0,0.0,1.0,252.0,0.0,1.0,0.0,1
Lehecka J.,115.0,63.0,3.0,63.0,23.0,13.0,5.0,45.0,3
Lejnieks K.,2.0,2.0,0.0,1.0,664.0,0.0,0.0,1.0,1
Lemke J.,1.0,1.0,0.0,0.0,456.0,0.0,0.0,0.0,1
Lenz J.,2.0,2.0,0.0,0.0,270.0,0.0,0.0,0.0,1
Leshem E.,3.0,2.0,0.0,1.0,278.0,0.0,0.0,1.0,1
Lestienne C.,52.0,34.0,0.0,16.0,48.0,0.0,1.0,15.0,1
Levine I.,1.0,1.0,0.0,0.0,426.0,0.0,0.0,0.0,1
Levine J.,91.0,47.0,0.0,28.0,76.0,1.0,9.0,18.0,1
Levy H.,10.0,9.0,0.0,1.0,160.0,0.0,0.0,1.0,1
Li Z.,10.0,7.0,0.0,0.0,234.0,0.0,0.0,0.0,1
Li Zh.,1.0,1.0,0.0,0.0,602.0,0.0,0.0,0.0,1
Lindahl N.,9.0,8.0,0.0,1.0,243.0,0.0,0.0,1.0,1
Lindell C.,10.0,4.0,0.0,2.0,177.0,2.0,0.0,0.0,1
Linzer M.,2.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,1
Lipsky S.,1.0,1.0,0.0,0.0,1004.0,0.0,0.0,0.0,1
Lisnard J.,2.0,2.0,0.0,0.0,134.0,0.0,0.0,0.0,1
Lisnard J.R.,21.0,12.0,0.0,6.0,109.0,2.0,0.0,4.0,1
Ljubicic I.,352.0,87.0,18.0,223.0,3.0,49.0,18.0,156.0,3
Ljubicic I. ,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,1
Llamas Ruiz P.,8.0,5.0,0.0,4.0,152.0,3.0,0.0,1.0,1
Llodra M.,249.0,82.0,7.0,124.0,21.0,15.0,23.0,86.0,3
Lock B.,1.0,1.0,0.0,0.0,346.0,0.0,0.0,0.0,1
Loffhagen G.,2.0,2.0,0.0,0.0,371.0,0.0,0.0,0.0,1
Lojda D.,1.0,1.0,0.0,0.0,169.0,0.0,0.0,0.0,1
Lokoli L.,8.0,8.0,0.0,0.0,173.0,0.0,0.0,0.0,1
Londero J.I.,82.0,42.0,2.0,34.0,50.0,29.0,1.0,4.0,1
Lopez F.,738.0,167.0,15.0,369.0,12.0,90.0,69.0,210.0,2
Lopez F. ,2.0,1.0,0.0,1.0,46.0,0.0,0.0,1.0,1
Lopez M.,6.0,6.0,0.0,0.0,172.0,0.0,0.0,0.0,1
Lopez San Martin A.,1.0,1.0,0.0,0.0,550.0,0.0,0.0,0.0,1
Lopez Villasenor G.,4.0,2.0,0.0,0.0,518.0,0.0,0.0,0.0,1
Lopez-Jaen M.A.,3.0,3.0,0.0,1.0,264.0,1.0,0.0,0.0,1
Lopez-Perez E.,1.0,1.0,0.0,0.0,196.0,0.0,0.0,0.0,1
Lorenzi P.,278.0,120.0,4.0,101.0,33.0,56.0,5.0,40.0,3
Lu Y.,9.0,9.0,0.0,1.0,139.0,0.0,0.0,1.0,1
Lu Y.H.,309.0,98.0,1.0,131.0,33.0,4.0,22.0,105.0,3
Luczak P.,82.0,49.0,0.0,24.0,70.0,9.0,3.0,12.0,1
Luczak P. ,1.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,1
Luncanu P.A.,2.0,2.0,0.0,0.0,322.0,0.0,0.0,0.0,1
Luque D.,1.0,1.0,0.0,0.0,596.0,0.0,0.0,0.0,1
Luz O.,1.0,1.0,0.0,0.0,544.0,0.0,0.0,0.0,1
Luzzi F.,8.0,7.0,0.0,1.0,111.0,0.0,0.0,1.0,1
Maamoun K.,1.0,1.0,0.0,0.0,291.0,0.0,0.0,0.0,1
Machac T.,71.0,39.0,1.0,39.0,25.0,10.0,1.0,28.0,1
Machado R.,48.0,27.0,0.0,12.0,68.0,11.0,0.0,1.0,1
Mackin A.,5.0,5.0,0.0,0.0,233.0,0.0,0.0,0.0,1
Madaras D.,2.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,1
Maden Y.,26.0,15.0,0.0,9.0,109.0,4.0,0.0,5.0,1
Maestrelli F.,1.0,1.0,0.0,0.0,186.0,0.0,0.0,0.0,1
Mager G.,58.0,42.0,1.0,24.0,62.0,13.0,1.0,10.0,1
Mahut N.,359.0,99.0,6.0,168.0,37.0,16.0,64.0,88.0,3
Majchrzak K.,47.0,28.0,0.0,18.0,75.0,4.0,1.0,13.0,1
Malisse X.,264.0,94.0,5.0,136.0,31.0,11.0,30.0,95.0,3
Mamiit C.,3.0,2.0,0.0,1.0,236.0,0.0,0.0,1.0,1
Mannarino A.,615.0,149.0,15.0,283.0,19.0,21.0,66.0,196.0,2
Mansouri S.,1.0,1.0,0.0,0.0,296.0,0.0,0.0,0.0,1
Mantilla F.,8.0,7.0,0.0,2.0,88.0,2.0,0.0,0.0,1
Marach O.,40.0,26.0,0.0,14.0,88.0,11.0,0.0,3.0,1
Marcaccio G.,4.0,3.0,0.0,2.0,406.0,2.0,0.0,0.0,1
Marcan D.,2.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,1
Marchenko I.,125.0,68.0,0.0,44.0,50.0,3.0,5.0,36.0,1
Marcora R.,7.0,4.0,0.0,3.0,837.0,0.0,0.0,3.0,1
Marin J.A.,18.0,17.0,0.0,5.0,97.0,5.0,0.0,0.0,1
Marozsan F.,65.0,40.0,0.0,32.0,37.0,8.0,1.0,23.0,1
Marrai M.,1.0,1.0,0.0,0.0,414.0,0.0,0.0,0.0,1
Marray J.,2.0,2.0,0.0,0.0,263.0,0.0,0.0,0.0,1
Marrero D.,9.0,7.0,0.0,3.0,203.0,3.0,0.0,0.0,1
Marterer M.,112.0,58.0,0.0,36.0,45.0,16.0,4.0,16.0,1
Marti J.,13.0,10.0,0.0,2.0,170.0,1.0,1.0,0.0,1
Marti Y.,7.0,5.0,0.0,2.0,232.0,2.0,0.0,0.0,1
Martin A.,167.0,89.0,2.0,63.0,48.0,53.0,2.0,8.0,3
Martin A. ,1.0,1.0,0.0,0.0,119.0,0.0,0.0,0.0,1
Martin F.,1.0,1.0,0.0,0.0,350.0,0.0,0.0,0.0,1
Martineau M.,2.0,2.0,0.0,0.0,179.0,0.0,0.0,0.0,1
Martinez P.,152.0,78.0,3.0,65.0,39.0,42.0,2.0,21.0,3
Massa E.,11.0,8.0,0.0,5.0,240.0,3.0,0.0,2.0,1
Massu N.,166.0,78.0,5.0,74.0,30.0,54.0,0.0,20.0,3
Masur D.,6.0,5.0,0.0,1.0,209.0,1.0,0.0,0.0,1
Mathieu P.,1.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,1
Mathieu P.H.,404.0,127.0,7.0,197.0,14.0,74.0,18.0,105.0,3
Mathieu P.H. ,1.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,1
Matosevic M.,147.0,69.0,1.0,58.0,48.0,7.0,7.0,44.0,3
Matsui T.,3.0,3.0,0.0,1.0,443.0,0.0,0.0,1.0,1
Matsukevitch D.,4.0,4.0,0.0,1.0,385.0,0.0,0.0,1.0,1
Mayer F.,393.0,116.0,7.0,188.0,18.0,67.0,30.0,91.0,3
Mayer L.,346.0,136.0,5.0,162.0,18.0,87.0,16.0,59.0,3
Mayer L. ,2.0,2.0,0.0,1.0,64.0,0.0,0.0,1.0,1
Mayot H.,19.0,15.0,0.0,7.0,116.0,1.0,1.0,5.0,1
Mazarakis V.,2.0,2.0,0.0,0.0,126.0,0.0,0.0,0.0,1
McClune M.,1.0,1.0,0.0,0.0,614.0,0.0,0.0,0.0,1
Mccabe J.,4.0,4.0,0.0,0.0,342.0,0.0,0.0,0.0,1
Mcclune M.,2.0,2.0,0.0,1.0,416.0,0.0,0.0,1.0,1
Mcdonald M.,220.0,101.0,1.0,98.0,37.0,8.0,17.0,73.0,3
Mcgee J.,3.0,3.0,0.0,0.0,194.0,0.0,0.0,0.0,1
Mecir M.,4.0,3.0,0.0,1.0,187.0,0.0,0.0,1.0,1
Medjedovic H.,32.0,19.0,1.0,14.0,107.0,7.0,1.0,6.0,1
Medvedev D.,481.0,100.0,37.0,342.0,1.0,36.0,44.0,262.0,2
Medvedev D. ,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1
Meffert D.,12.0,9.0,0.0,4.0,162.0,1.0,1.0,2.0,1
Meister N.,1.0,1.0,0.0,0.0,625.0,0.0,0.0,0.0,1
Mejia N.,2.0,2.0,0.0,0.0,236.0,0.0,0.0,0.0,1
Mektic N.,8.0,6.0,0.0,1.0,312.0,1.0,0.0,0.0,1
Meligeni Alves F.,9.0,8.0,0.0,3.0,144.0,1.0,0.0,2.0,1
Meligeni Rodrigues F,2.0,2.0,0.0,0.0,224.0,0.0,0.0,0.0,1
Mello R.,82.0,45.0,0.0,26.0,50.0,12.0,1.0,13.0,1
Melzer G.,44.0,24.0,0.0,15.0,68.0,14.0,0.0,1.0,1
Melzer J.,470.0,132.0,10.0,241.0,8.0,87.0,27.0,127.0,3
Mena F.,1.0,1.0,0.0,0.0,151.0,0.0,0.0,0.0,1
Menendez-Maceiras A.,24.0,16.0,0.0,6.0,114.0,2.0,1.0,3.0,1
Menezes J.,1.0,1.0,0.0,0.0,199.0,0.0,0.0,0.0,1
Mensik J.,38.0,21.0,1.0,24.0,51.0,5.0,2.0,17.0,1
Mergea F.,2.0,2.0,0.0,1.0,277.0,0.0,1.0,0.0,1
Mertens Y.,3.0,3.0,0.0,1.0,208.0,0.0,0.0,1.0,1
Mertinak M.,6.0,5.0,0.0,2.0,135.0,0.0,2.0,0.0,1
Mertl J.,2.0,2.0,0.0,1.0,306.0,1.0,0.0,0.0,1
Mesaros K.,1.0,1.0,0.0,0.0,295.0,0.0,0.0,0.0,1
Michelsen A.,71.0,45.0,3.0,37.0,43.0,3.0,9.0,25.0,1
Michon A.,2.0,2.0,0.0,1.0,206.0,1.0,0.0,0.0,1
Middelkoop M.,1.0,1.0,0.0,0.0,210.0,0.0,0.0,0.0,1
Miedler L.,3.0,3.0,0.0,0.0,522.0,0.0,0.0,0.0,1
Mikrut L.,1.0,1.0,0.0,0.0,350.0,0.0,0.0,0.0,1
Millman J.,249.0,110.0,3.0,110.0,36.0,17.0,13.0,80.0,3
Millot V.,29.0,20.0,0.0,8.0,147.0,0.0,0.0,8.0,1
Milojevic N.,14.0,8.0,0.0,6.0,129.0,4.0,0.0,2.0,1
Mina G.,4.0,3.0,0.0,0.0,269.0,0.0,0.0,0.0,1
Minar I.,78.0,54.0,0.0,23.0,63.0,11.0,2.0,10.0,1
Minar J.,2.0,2.0,0.0,0.0,197.0,0.0,0.0,0.0,1
Mirnyi M.,92.0,51.0,0.0,36.0,25.0,8.0,8.0,20.0,1
Misolic F.,17.0,11.0,1.0,8.0,139.0,7.0,0.0,1.0,1
Mitchell B.,5.0,3.0,0.0,0.0,326.0,0.0,0.0,0.0,1
Mmoh M.,65.0,36.0,0.0,28.0,86.0,3.0,1.0,24.0,1
Mo Y.,1.0,1.0,0.0,0.0,668.0,0.0,0.0,0.0,1
Mochizuki S.,19.0,15.0,0.0,3.0,146.0,0.0,0.0,3.0,1
Molcan A.,85.0,49.0,3.0,44.0,38.0,27.0,3.0,14.0,1
Molleker R.,18.0,12.0,0.0,5.0,152.0,4.0,1.0,0.0,1
Molteni A.,2.0,2.0,0.0,0.0,280.0,0.0,0.0,0.0,1
Monaco J.,490.0,126.0,18.0,278.0,10.0,185.0,6.0,87.0,3
Monaco J. ,2.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,1
Monfils G.,809.0,170.0,32.0,523.0,6.0,127.0,44.0,352.0,2
Monfils G. ,2.0,2.0,0.0,1.0,16.0,0.0,0.0,1.0,1
Montanes A.,385.0,115.0,7.0,186.0,22.0,153.0,5.0,28.0,3
Montanes A. ,2.0,2.0,0.0,1.0,34.0,0.0,0.0,1.0,1
Montcourt M.,14.0,10.0,0.0,4.0,114.0,4.0,0.0,0.0,1
Monteiro J.,1.0,1.0,0.0,0.0,502.0,0.0,0.0,0.0,1
Monteiro T.,187.0,79.0,0.0,76.0,61.0,55.0,2.0,19.0,3
Moodie W.,60.0,35.0,1.0,29.0,57.0,0.0,6.0,23.0,1
Moraing M.,3.0,3.0,0.0,1.0,253.0,1.0,0.0,0.0,1
Moraru G.,1.0,1.0,0.0,0.0,418.0,0.0,0.0,0.0,1
Moreno De Alboran N.,17.0,12.0,0.0,6.0,130.0,5.0,0.0,1.0,1
Moriya H.,14.0,10.0,0.0,3.0,146.0,0.0,0.0,3.0,1
Moro Canas A.,3.0,2.0,0.0,1.0,240.0,1.0,0.0,0.0,1
Moroni G.,2.0,1.0,0.0,1.0,265.0,1.0,0.0,0.0,1
Moroni G.M.,2.0,2.0,0.0,0.0,181.0,0.0,0.0,0.0,1
Morrison J.,9.0,6.0,0.0,3.0,139.0,0.0,0.0,3.0,1
Motomura G.,4.0,4.0,0.0,0.0,273.0,0.0,0.0,0.0,1
Mott B.,2.0,2.0,0.0,0.0,481.0,0.0,0.0,0.0,1
Moundir A.,1.0,1.0,0.0,0.0,720.0,0.0,0.0,0.0,1
Moutet C.,145.0,74.0,1.0,60.0,61.0,25.0,5.0,30.0,3
Moya C.,199.0,68.0,8.0,115.0,12.0,63.0,0.0,52.0,3
Mpetshi G.,33.0,23.0,2.0,18.0,31.0,4.0,4.0,10.0,1
Mu T.,1.0,1.0,0.0,0.0,573.0,0.0,0.0,0.0,1
Mukund S.,3.0,3.0,0.0,0.0,340.0,0.0,0.0,0.0,1
Muller A.,66.0,39.0,1.0,27.0,68.0,12.0,2.0,13.0,1
Muller G.,349.0,117.0,7.0,175.0,21.0,15.0,39.0,121.0,3
Munar J.,210.0,77.0,1.0,85.0,53.0,59.0,3.0,23.0,3
Munoz De La Nava D.,8.0,8.0,0.0,1.0,75.0,1.0,0.0,0.0,1
Munoz de La Nava D.,1.0,1.0,0.0,0.0,182.0,0.0,0.0,0.0,1
Munoz de la Nava D.,1.0,1.0,0.0,0.0,200.0,0.0,0.0,0.0,1
Munoz-De La Nava D.,27.0,18.0,0.0,8.0,71.0,5.0,0.0,3.0,1
Murray A.,917.0,138.0,67.0,666.0,1.0,97.0,101.0,468.0,2
Murray A. ,5.0,2.0,1.0,5.0,4.0,0.0,0.0,5.0,1
Musetti L.,211.0,79.0,5.0,117.0,16.0,50.0,17.0,50.0,3
Muster T.,3.0,3.0,0.0,0.0,974.0,0.0,0.0,0.0,1
Myneni S.,2.0,2.0,0.0,0.0,143.0,0.0,0.0,0.0,1
Nadal R.,1096.0,100.0,119.0,923.0,1.0,397.0,72.0,454.0,2
Nadal R. ,3.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1
Nagal S.,37.0,30.0,0.0,8.0,68.0,6.0,0.0,2.0,1
Nakashima B.,162.0,74.0,3.0,84.0,35.0,11.0,12.0,61.0,3
Nalbandian D.,308.0,83.0,13.0,209.0,3.0,62.0,16.0,131.0,3
Nam H.W.,2.0,2.0,0.0,0.0,467.0,0.0,0.0,0.0,1
Nam J.S.,3.0,3.0,0.0,0.0,268.0,0.0,0.0,0.0,1
Napolitano S.,10.0,7.0,0.0,3.0,125.0,3.0,0.0,0.0,1
Nardi L.,27.0,21.0,0.0,6.0,73.0,2.0,1.0,3.0,1
Naso G.,13.0,11.0,0.0,2.0,238.0,2.0,0.0,0.0,1
Nava E.,19.0,12.0,0.0,3.0,144.0,0.0,0.0,3.0,1
Navarro-Pastor I.,86.0,58.0,0.0,26.0,68.0,16.0,6.0,4.0,1
Navone M.,40.0,27.0,2.0,17.0,31.0,14.0,0.0,3.0,1
Nedelko I.,1.0,1.0,0.0,0.0,392.0,0.0,0.0,0.0,1
Nedovyesov A.,19.0,16.0,0.0,4.0,77.0,2.0,0.0,2.0,1
Nedovyesov O.,1.0,1.0,0.0,0.0,124.0,0.0,0.0,0.0,1
Nedunchezhiyan J.,1.0,1.0,0.0,0.0,314.0,0.0,0.0,0.0,1
Neff A.,1.0,1.0,0.0,0.0,829.0,0.0,0.0,0.0,1
Neumayer L.,3.0,2.0,0.0,1.0,289.0,1.0,0.0,0.0,1
Nielsen F.,9.0,8.0,0.0,0.0,213.0,0.0,0.0,0.0,1
Nielsen M.,1.0,1.0,0.0,0.0,309.0,0.0,0.0,0.0,1
Niemeyer F.,7.0,5.0,0.0,1.0,487.0,0.0,0.0,1.0,1
Nieminen J.,489.0,141.0,9.0,251.0,13.0,60.0,18.0,173.0,3
Nieminen J. ,2.0,2.0,0.0,1.0,122.0,0.0,0.0,1.0,1
Niki T.,1.0,1.0,0.0,0.0,340.0,0.0,0.0,0.0,1
Nikles J.,4.0,4.0,0.0,1.0,317.0,1.0,0.0,0.0,1
Niland C.,2.0,2.0,0.0,0.0,228.0,0.0,0.0,0.0,1
Nishikori K.,590.0,116.0,25.0,399.0,4.0,98.0,38.0,263.0,2
Nishioka Y.,252.0,94.0,6.0,122.0,31.0,17.0,4.0,101.0,3
Noguchi R.,2.0,1.0,0.0,1.0,291.0,0.0,0.0,1.0,1
Norman D.,22.0,17.0,0.0,6.0,90.0,1.0,3.0,2.0,1
Norrie C.,328.0,95.0,15.0,189.0,8.0,55.0,22.0,112.0,3
Novak D.,58.0,31.0,0.0,15.0,94.0,5.0,3.0,7.0,1
Novak J.,40.0,25.0,0.0,18.0,23.0,9.0,1.0,8.0,1
Novikov D.,16.0,13.0,0.0,5.0,131.0,0.0,3.0,2.0,1
O Connell C.,110.0,57.0,0.0,45.0,53.0,8.0,4.0,33.0,1
O'Connell C.,3.0,3.0,0.0,0.0,115.0,0.0,0.0,0.0,1
O'Neal J.,1.0,1.0,0.0,0.0,748.0,0.0,0.0,0.0,1
Odesnik W.,89.0,49.0,1.0,39.0,84.0,18.0,0.0,21.0,1
Ofner S.,84.0,49.0,1.0,37.0,37.0,16.0,7.0,14.0,1
Ojeda Lara R.,6.0,5.0,0.0,3.0,198.0,1.0,0.0,2.0,1
Okun N.,12.0,9.0,0.0,3.0,144.0,0.0,0.0,3.0,1
Olaso G.,6.0,4.0,0.0,2.0,182.0,2.0,0.0,0.0,1
Olejniczak D.,3.0,3.0,0.0,0.0,195.0,0.0,0.0,0.0,1
Oliel Y.,2.0,2.0,0.0,0.0,383.0,0.0,0.0,0.0,1
Olivetti A.,14.0,10.0,0.0,5.0,161.0,0.0,0.0,5.0,1
Olivieri G.,3.0,2.0,0.0,2.0,231.0,2.0,0.0,0.0,1
Olivo R.,53.0,32.0,0.0,21.0,88.0,19.0,0.0,2.0,1
Opelka R.,176.0,73.0,6.0,91.0,17.0,14.0,6.0,71.0,3
Ortega-Olmedo R.,1.0,1.0,0.0,0.0,310.0,0.0,0.0,0.0,1
Oswald P.,4.0,3.0,0.0,1.0,398.0,1.0,0.0,0.0,1
Otte O.,76.0,42.0,0.0,31.0,36.0,9.0,8.0,14.0,1
Ouahab L.,15.0,5.0,0.0,5.0,140.0,5.0,0.0,0.0,1
Ouanna J.,25.0,16.0,0.0,8.0,110.0,4.0,0.0,4.0,1
Oudsema S.,5.0,4.0,0.0,1.0,359.0,0.0,0.0,1.0,1
Ouyang B.,1.0,1.0,0.0,0.0,1098.0,0.0,0.0,0.0,1
Pacheco Mendez R.,4.0,3.0,0.0,0.0,692.0,0.0,0.0,0.0,1
Paire B.,510.0,140.0,9.0,229.0,18.0,82.0,23.0,124.0,3
Panfil G.,1.0,1.0,0.0,0.0,911.0,0.0,0.0,0.0,1
Pannu K.,3.0,3.0,0.0,0.0,716.0,0.0,0.0,0.0,1
Papamalamis T.,1.0,1.0,0.0,0.0,721.0,0.0,0.0,0.0,1
Parada F.,1.0,1.0,0.0,0.0,385.0,0.0,0.0,0.0,1
Parmar A.,3.0,2.0,0.0,2.0,230.0,0.0,0.0,2.0,1
Pasha N.,1.0,1.0,0.0,0.0,1187.0,0.0,0.0,0.0,1
Pashanski B.,65.0,44.0,0.0,21.0,55.0,14.0,0.0,7.0,1
Passaro F.,15.0,11.0,0.0,5.0,110.0,4.0,0.0,1.0,1
Patience O.,42.0,27.0,0.0,12.0,103.0,11.0,1.0,0.0,1
Patino L.,1.0,1.0,0.0,0.0,809.0,0.0,0.0,0.0,1
Patriarca D.,1.0,1.0,0.0,0.0,284.0,0.0,0.0,0.0,1
Paul T.,279.0,91.0,7.0,161.0,12.0,20.0,24.0,117.0,3
Pavel A.,82.0,49.0,2.0,32.0,38.0,17.0,4.0,11.0,1
Pavic A.,13.0,10.0,0.0,3.0,145.0,0.0,2.0,1.0,1
Pavic M.,11.0,8.0,0.0,3.0,404.0,1.0,2.0,0.0,1
Pavlasek A.,14.0,10.0,0.0,5.0,96.0,4.0,1.0,0.0,1
Pecotic M.,2.0,2.0,0.0,1.0,784.0,0.0,0.0,1.0,1
Peliwo F.,5.0,4.0,0.0,1.0,355.0,1.0,0.0,0.0,1
Pella G.,252.0,87.0,5.0,114.0,20.0,64.0,11.0,39.0,3
Pellegrino A.,2.0,2.0,0.0,0.0,153.0,0.0,0.0,0.0,1
Peniston R.,13.0,7.0,0.0,6.0,140.0,0.0,6.0,0.0,1
Perez D.,1.0,1.0,0.0,0.0,578.0,0.0,0.0,0.0,1
Peric T.,1.0,1.0,0.0,0.0,1255.0,0.0,0.0,0.0,1
Pervolarakis M.,1.0,1.0,0.0,0.0,377.0,0.0,0.0,0.0,1
Petrovic D.,5.0,4.0,0.0,2.0,157.0,2.0,0.0,0.0,1
Petzschner P.,172.0,70.0,2.0,80.0,35.0,14.0,17.0,49.0,3
Petzschner P. ,1.0,1.0,0.0,0.0,76.0,0.0,0.0,0.0,1
Peya A.,39.0,25.0,0.0,10.0,99.0,3.0,2.0,5.0,1
Phau B.,160.0,75.0,0.0,59.0,59.0,16.0,1.0,42.0,3
Philippoussis M.,27.0,20.0,1.0,13.0,113.0,0.0,8.0,5.0,1
Piccari F.,1.0,1.0,0.0,0.0,234.0,0.0,0.0,0.0,1
Piros Z.,4.0,3.0,0.0,1.0,453.0,1.0,0.0,0.0,1
Pless K.,37.0,31.0,0.0,9.0,79.0,2.0,1.0,6.0,1
Podlipnik H.,2.0,2.0,0.0,0.0,734.0,0.0,0.0,0.0,1
Poerschke L.,2.0,2.0,0.0,0.0,332.0,0.0,0.0,0.0,1
Polansky P.,49.0,22.0,0.0,11.0,110.0,1.0,0.0,10.0,1
Poljicak M.,2.0,1.0,0.0,0.0,481.0,0.0,0.0,0.0,1
Polmans M.,23.0,16.0,0.0,6.0,116.0,2.0,1.0,3.0,1
Popko D.,2.0,1.0,0.0,0.0,172.0,0.0,0.0,0.0,1
Popp A.,10.0,8.0,0.0,2.0,253.0,0.0,0.0,2.0,1
Popp T.,2.0,2.0,0.0,0.0,222.0,0.0,0.0,0.0,1
Popyrin A.,189.0,87.0,3.0,81.0,23.0,18.0,6.0,57.0,3
Portas A.,31.0,20.0,0.0,12.0,100.0,12.0,0.0,0.0,1
Pospisil J.,8.0,8.0,0.0,1.0,133.0,0.0,0.0,1.0,1
Pospisil V.,266.0,91.0,3.0,112.0,27.0,4.0,17.0,91.0,3
Pouille L.,258.0,79.0,9.0,131.0,11.0,34.0,19.0,78.0,3
Prashanth V.,1.0,1.0,0.0,0.0,557.0,0.0,0.0,0.0,1
Prizmic D.,8.0,6.0,0.0,3.0,165.0,2.0,0.0,1.0,1
Prodon E.,14.0,13.0,0.0,0.0,88.0,0.0,0.0,0.0,1
Prpic A.,1.0,1.0,0.0,0.0,205.0,0.0,0.0,0.0,1
Prpic F.,9.0,6.0,0.0,2.0,230.0,0.0,0.0,2.0,1
Przysiezny M.,72.0,47.0,0.0,17.0,57.0,3.0,4.0,10.0,1
Pucinelli de Almeida M.,2.0,2.0,0.0,1.0,264.0,1.0,0.0,0.0,1
Puerta M.,28.0,19.0,0.0,14.0,9.0,5.0,0.0,9.0,1
Puetz T.,3.0,3.0,0.0,1.0,183.0,0.0,1.0,0.0,1
Purcell M.,78.0,49.0,1.0,30.0,41.0,4.0,8.0,18.0,1
Querrey S.,651.0,136.0,19.0,349.0,12.0,41.0,72.0,236.0,2
Querry S.,5.0,3.0,0.0,2.0,386.0,0.0,1.0,1.0,1
Quigley E.,1.0,1.0,0.0,0.0,463.0,0.0,0.0,0.0,1
Quinn E.,8.0,6.0,0.0,2.0,254.0,0.0,2.0,0.0,1
Quinzi G.,2.0,2.0,0.0,1.0,304.0,1.0,0.0,0.0,1
Quiroz R.,6.0,4.0,0.0,3.0,244.0,1.0,0.0,2.0,1
Qureshi A.,9.0,7.0,0.0,4.0,154.0,0.0,4.0,0.0,1
Qureshi A.U.H.,5.0,4.0,0.0,1.0,207.0,0.0,1.0,0.0,1
Rachidi Y.,1.0,1.0,0.0,0.0,923.0,0.0,0.0,0.0,1
Ram A.,3.0,2.0,0.0,1.0,233.0,0.0,0.0,1.0,1
Ram R.,135.0,60.0,3.0,52.0,63.0,5.0,18.0,29.0,3
Ramanathan R.,41.0,23.0,1.0,14.0,128.0,0.0,7.0,7.0,1
Ramirez C.,3.0,2.0,0.0,0.0,476.0,0.0,0.0,0.0,1
Ramirez-Hidalgo R.,146.0,69.0,0.0,51.0,43.0,44.0,0.0,7.0,3
Ramos A.,143.0,67.0,1.0,63.0,38.0,48.0,1.0,14.0,3
Ramos-Vinolas A.,446.0,127.0,11.0,201.0,19.0,140.0,4.0,57.0,3
Raonic M.,524.0,94.0,22.0,359.0,3.0,61.0,51.0,247.0,2
Rastogi K.,3.0,2.0,0.0,1.0,359.0,0.0,0.0,1.0,1
Recouderc L.,13.0,10.0,0.0,3.0,139.0,2.0,0.0,1.0,1
Rehberg M.,4.0,3.0,0.0,0.0,412.0,0.0,0.0,0.0,1
Rehnquist B.,9.0,6.0,0.0,2.0,306.0,2.0,0.0,0.0,1
Reid M.,1.0,1.0,0.0,0.0,216.0,0.0,0.0,0.0,1
Reinberg E.,1.0,1.0,0.0,0.0,1032.0,0.0,0.0,0.0,1
