,total_matches,total_tournaments,total_finals,total_wins,best_rank,career_span_days,avg_sets_per_match,top_10_wins,ranking_stability,wins_clay,wins_grass,wins_hard,wins_atp250,wins_atp500,wins_grand slam,wins_international,wins_international gold,wins_masters,wins_masters 1000,wins_masters cup,wins_month_1,wins_month_2,wins_month_3,wins_month_4,wins_month_5,wins_month_6,wins_month_7,wins_month_8,wins_month_9,wins_month_10,wins_month_11,wins_month_12,wins_1st_round,wins_2nd_round,wins_3rd_round,wins_4th_round,wins_quarterfinals,wins_round_robin,wins_semifinals,wins_the_final,win_rate,finals_rate
Sousa T.,1.0,1.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Souza J.,68.0,37.0,0.0,23.0,69.0,2583.0,2.347826086956522,0.0,32.90013554560101,22.0,0.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3382352941176471,0.0
Spadea V.,354.0,117.0,3.0,161.0,19.0,3283.0,2.62111801242236,6.0,38.145090861259725,24.0,22.0,115.0,1.0,0.0,20.0,91.0,18.0,31.0,0.0,0.0,16.0,28.0,20.0,11.0,12.0,11.0,20.0,11.0,13.0,17.0,1.0,1.0,82.0,48.0,6.0,1.0,16.0,4.0,3.0,1.0,0.4548022598870056,0.00847457627118644
Spizzirri E.,3.0,2.0,0.0,1.0,341.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Spottl M.,2.0,2.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Squillari F.,188.0,81.0,3.0,93.0,12.0,1682.0,2.5376344086021505,4.0,39.00947569679954,72.0,0.0,21.0,0.0,0.0,13.0,46.0,15.0,19.0,0.0,0.0,7.0,13.0,7.0,14.0,20.0,0.0,18.0,6.0,5.0,1.0,1.0,1.0,52.0,25.0,5.0,1.0,5.0,0.0,3.0,2.0,0.4946808510638298,0.015957446808510637
Squire H.,4.0,3.0,0.0,1.0,181.0,0.0,5.0,0.0,23.094010767585026,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Srichaphan N.,4.0,2.0,0.0,2.0,10.0,183.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Srichaphan P.,366.0,105.0,11.0,198.0,9.0,2542.0,2.515151515151515,9.0,30.09719312714712,9.0,21.0,168.0,0.0,0.0,22.0,112.0,29.0,35.0,0.0,0.0,26.0,5.0,15.0,3.0,6.0,21.0,19.0,38.0,24.0,35.0,1.0,5.0,77.0,61.0,20.0,1.0,24.0,0.0,10.0,5.0,0.5409836065573771,0.030054644808743168
Stadler S.,15.0,8.0,0.0,5.0,141.0,476.0,3.0,0.0,52.17415890211223,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Stafford G.,2.0,1.0,0.0,1.0,472.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Stakhovsky S.,320.0,103.0,4.0,140.0,34.0,5845.0,2.657142857142857,3.0,52.61367976570089,25.0,23.0,92.0,74.0,15.0,24.0,9.0,0.0,0.0,18.0,0.0,13.0,30.0,10.0,8.0,15.0,19.0,6.0,14.0,7.0,15.0,3.0,0.0,93.0,31.0,2.0,0.0,6.0,0.0,4.0,4.0,0.4375,0.0125
Stanoytchev O.,28.0,25.0,0.0,7.0,97.0,147.0,2.857142857142857,0.0,10.895356405771732,5.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Starace P.,316.0,103.0,4.0,140.0,28.0,3563.0,2.4357142857142855,2.0,37.828340714302506,116.0,0.0,24.0,49.0,10.0,7.0,44.0,18.0,7.0,5.0,0.0,8.0,20.0,3.0,30.0,23.0,1.0,33.0,7.0,6.0,7.0,2.0,0.0,86.0,37.0,3.0,0.0,10.0,0.0,4.0,0.0,0.4430379746835443,0.012658227848101266
Stark J.,2.0,2.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Statham J.,8.0,4.0,0.0,2.0,332.0,3285.0,2.0,0.0,264.25161620445516,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Statham R.,1.0,1.0,0.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stebe C-M.,2.0,2.0,0.0,1.0,177.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Stebe C.M.,68.0,35.0,1.0,26.0,77.0,3864.0,2.6923076923076925,0.0,290.7137997567091,13.0,2.0,11.0,19.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,2.0,11.0,3.0,0.0,2.0,0.0,0.0,19.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.38235294117647056,0.014705882352941176
Steckley R.,1.0,1.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stepanek M.,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stepanek R.,607.0,145.0,12.0,345.0,11.0,5496.0,2.588405797101449,22.0,60.91603221138218,89.0,41.0,215.0,63.0,28.0,57.0,75.0,32.0,53.0,37.0,0.0,48.0,41.0,22.0,31.0,35.0,41.0,32.0,32.0,6.0,39.0,15.0,3.0,154.0,111.0,29.0,1.0,33.0,1.0,11.0,5.0,0.5683690280065898,0.019769357495881382
Stepanek R. ,4.0,2.0,0.0,3.0,14.0,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0
Stoliarov A.,85.0,49.0,1.0,30.0,71.0,1078.0,2.6666666666666665,0.0,45.010229647790744,8.0,5.0,17.0,0.0,0.0,4.0,24.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,1.0,22.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.35294117647058826,0.011764705882352941
Stoltenberg J.,48.0,27.0,2.0,28.0,69.0,539.0,2.607142857142857,1.0,8.1363382427232,7.0,4.0,17.0,0.0,0.0,4.0,22.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,4.0,3.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,13.0,8.0,1.0,0.0,4.0,0.0,2.0,0.0,0.5833333333333334,0.041666666666666664
Stoppini A.,11.0,10.0,0.0,3.0,220.0,735.0,2.0,0.0,14.730919862656235,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
Stricker D.,38.0,16.0,0.0,19.0,90.0,1253.0,2.789473684210526,2.0,86.78891513018056,4.0,4.0,11.0,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,1.0,7.0,0.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Strode B.,1.0,1.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Struff J-L.,1.0,1.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Struff J.L.,419.0,111.0,4.0,195.0,21.0,4150.0,2.5641025641025643,12.0,29.843360905587954,71.0,25.0,99.0,93.0,26.0,26.0,0.0,0.0,0.0,50.0,0.0,10.0,12.0,12.0,34.0,24.0,23.0,15.0,19.0,13.0,28.0,5.0,0.0,108.0,59.0,9.0,1.0,13.0,0.0,4.0,1.0,0.46539379474940334,0.00954653937947494
Struvay E.,2.0,1.0,0.0,0.0,336.0,0.0,0.0,0.0,337.28993462598316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sugita Y.,122.0,61.0,1.0,42.0,38.0,3842.0,2.5476190476190474,2.0,52.24670541810828,4.0,14.0,24.0,24.0,9.0,4.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,3.0,0.0,8.0,8.0,6.0,2.0,6.0,0.0,0.0,26.0,10.0,2.0,0.0,3.0,0.0,0.0,1.0,0.3442622950819672,0.00819672131147541
Sultan-Khalfan A.,1.0,1.0,0.0,0.0,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Summerer T.,9.0,7.0,0.0,1.0,168.0,0.0,3.0,0.0,38.92557000224916,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
Sun F.,1.0,1.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun P.,5.0,4.0,0.0,1.0,386.0,0.0,2.0,0.0,120.91525958289962,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Suzuki T.,37.0,14.0,0.0,18.0,110.0,2914.0,2.5555555555555554,0.0,280.9371030037788,0.0,1.0,17.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4864864864864865,0.0
Svajda Z.,22.0,17.0,0.0,6.0,102.0,1128.0,2.6666666666666665,0.0,196.15880754576833,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
Svarc L.,2.0,2.0,0.0,0.0,250.0,0.0,0.0,0.0,66.46803743153546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Svrcina D.,5.0,5.0,0.0,2.0,167.0,247.0,2.5,0.0,24.54248017893329,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Sweeny D.,6.0,5.0,0.0,2.0,273.0,974.0,2.0,0.0,302.5315410553639,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Sweeting R.,87.0,39.0,1.0,31.0,65.0,2142.0,2.4516129032258065,0.0,140.2561233132083,8.0,2.0,21.0,17.0,4.0,3.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,5.0,8.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3563218390804598,0.011494252873563218
Syed F.,1.0,1.0,0.0,0.0,756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Szymanski J.,1.0,1.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tabara M.,76.0,45.0,1.0,31.0,48.0,1939.0,2.6129032258064515,1.0,39.44475943571818,13.0,0.0,18.0,0.0,0.0,5.0,24.0,2.0,0.0,0.0,0.0,11.0,2.0,0.0,7.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,20.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,0.40789473684210525,0.013157894736842105
Taberner C.,36.0,23.0,0.0,12.0,85.0,1540.0,2.3333333333333335,0.0,65.96602413264938,8.0,0.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Tabilo A.,94.0,50.0,4.0,50.0,19.0,1742.0,2.44,1.0,57.54609044281397,22.0,8.0,20.0,28.0,2.0,5.0,0.0,0.0,0.0,15.0,0.0,5.0,10.0,8.0,5.0,4.0,6.0,2.0,4.0,1.0,5.0,0.0,0.0,23.0,12.0,2.0,1.0,6.0,0.0,4.0,2.0,0.5319148936170213,0.0425531914893617
Tahiri M.,7.0,2.0,0.0,1.0,566.0,0.0,3.0,0.0,189.61627918861117,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Taino E.,26.0,15.0,0.0,10.0,128.0,1869.0,2.4,0.0,89.18808861902554,1.0,0.0,9.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0
Takahashi Y.,1.0,1.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takeuchi K.,1.0,1.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarallo S.,2.0,1.0,0.0,1.0,151.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Tarango J.,43.0,36.0,0.0,11.0,56.0,315.0,2.4545454545454546,0.0,84.79031411913186,8.0,1.0,2.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2558139534883721,0.0
Tavares L.,3.0,2.0,0.0,1.0,246.0,0.0,2.0,0.0,301.9345955666558,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Te R.,1.0,1.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tearney F.,2.0,1.0,0.0,0.0,365.0,0.0,0.0,0.0,57.982756057296896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tebbutt M.,3.0,3.0,0.0,1.0,351.0,0.0,2.0,0.0,109.60155108391487,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Tecau H.,1.0,1.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teixeira M.,6.0,5.0,0.0,1.0,181.0,0.0,5.0,0.0,72.8319984622144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Tenconi T.,3.0,2.0,0.0,1.0,225.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Tepavac M.,1.0,1.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terachi T.,11.0,5.0,0.0,4.0,278.0,1478.0,2.5,0.0,55.11442642357807,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0
Thiem D.,513.0,115.0,28.0,318.0,3.0,4542.0,2.6666666666666665,29.0,81.62782383046645,153.0,14.0,151.0,105.0,66.0,73.0,0.0,0.0,0.0,68.0,6.0,24.0,37.0,24.0,30.0,47.0,24.0,27.0,29.0,27.0,39.0,10.0,0.0,91.0,94.0,34.0,11.0,38.0,5.0,28.0,17.0,0.6198830409356725,0.05458089668615984
Thiem D. ,5.0,1.0,1.0,3.0,5.0,6.0,2.3333333333333335,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.6,0.2
Thomann N.,36.0,23.0,0.0,14.0,140.0,1799.0,2.357142857142857,1.0,108.73402519586092,1.0,1.0,12.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,5.0,0.0,0.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3888888888888889,0.0
Thomas J.,2.0,2.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thompson C.,1.0,1.0,0.0,0.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thompson J.,279.0,106.0,4.0,130.0,28.0,3083.0,2.6538461538461537,7.0,27.636129228375488,14.0,27.0,89.0,69.0,20.0,22.0,0.0,0.0,0.0,19.0,0.0,15.0,21.0,9.0,8.0,5.0,19.0,17.0,21.0,7.0,6.0,2.0,0.0,78.0,33.0,7.0,0.0,7.0,0.0,4.0,1.0,0.4659498207885305,0.014336917562724014
Thron A.,2.0,2.0,0.0,0.0,1473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiafoe F.,366.0,97.0,9.0,190.0,10.0,3347.0,2.694736842105263,9.0,98.07210020317777,34.0,23.0,133.0,65.0,33.0,45.0,0.0,0.0,0.0,47.0,0.0,12.0,17.0,24.0,19.0,12.0,16.0,14.0,32.0,12.0,27.0,5.0,0.0,73.0,66.0,18.0,6.0,15.0,0.0,9.0,3.0,0.5191256830601093,0.02459016393442623
Tieleman L.,28.0,23.0,0.0,10.0,89.0,273.0,2.4,0.0,17.911186617882304,1.0,1.0,8.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
Tien L.,7.0,3.0,0.0,3.0,191.0,2.0,2.6666666666666665,0.0,406.153501359605,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
Tiilikainen K.,2.0,2.0,0.0,0.0,283.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tillstrom M.,30.0,19.0,2.0,15.0,61.0,287.0,2.533333333333333,0.0,8.088792952509754,4.0,0.0,11.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,0.06666666666666667
